Stranica,Tekst
31,"<p>nosilo Todten-Bahre</p><p>križ das Creutz</p><p>blagosov der Seegen</p><p>Od tjelesne rane</p><p>rana die Nahrung</p><p>krma das Futter</p><p>jezbina die Speise</p><p>napitak der Trank</p><p>doručak Frühstück</p><p>obed, ručak die Mittagsmahlzeit, das Mittagsmahl</p><p>večera das Nachtessen</p><p>čast, gostbina die Gasterey</p><p>kruh das Brodt</p><p>peretac die Bretzel</p><p>gibanica der Kuchen</p>"
32,<p>čorba die Fleischbrühe</p><p>polivka die Suppe</p><p>govedina Rindfleisch</p><p>krmetina Schweinefleisch</p><p>ovnetina Hammelfleisch</p><p>slanina der Speck</p><p>djevenica die Wurst</p><p>kobasica die Bradwurst</p><p>suho meso geräuchert Fleisch</p><p>pleće der Schinken</p><p>jaje ein Ey</p><p>pečenka Gebratens</p><p>pilići junge Hüner</p><p>sir der Käse</p><p>Od oblasti čovičjih</p><p>ćutenje der Sinn</p><p>videnje das Gesichte</p><p>svitlost das Licht</p><p>tavnost die Finsterniß</p>
33,"<p>slušanje das Gehör</p><p>glas die Stimme</p><p>mirisanje das Riechen</p><p>miris der Geruch</p><p>okušanje das Kosten</p><p>ljubkost der Geschmack</p><p>dotaknutje das Fühlen</p><p>vrućina die Wärme</p><p>znoj der Schweiβ</p><p>suza die Thräne</p><p>pljuvka der Speichel</p><p>pišaka der Urin</p><p>zima die Kälte</p><p>uspomena das Gedächtniß</p><p>zaboravljenje die Vergessenheit</p><p>san der Schlaf</p><p>sanjanje der Traum</p><p>bdenje, straža die Wache</p>"
34,"<p>Od duše</p><p>duša die Seele</p><p>ćud das Gemüth</p><p>razum die Vernunft</p><p>razumlenje der Verstand</p><p>volja der Wille</p><p>nasladnost die Wollust</p><p>veselje die Freude</p><p>tuga die Traurigkeit</p><p>milosrdje die Barmherzigkeit</p><p>nenavidnost die Mißgunst</p><p>ljubav die Liebe</p><p>mrznost der Haß</p><p>srčba, ljutina der Zorn</p><p>strah die Furcht</p><p>ufanje die Hoffnung</p>"
35,<p>Od stvari mirisavih</p><p>tamjan der Weyrauch</p><p>borovica ili smreka die Wacholderbeern</p><p>Od rodbine</p><p>otac der Vatter</p><p>mati die Mutter</p><p>djed der Großvatter</p><p>baba die Großmutter</p><p>ujak Mutter Bruder</p><p>stric Vatter Bruder</p><p>sin der Sohn</p><p>kći die Tochter</p><p>unuk der Enckel</p><p>unuka die Enckelin</p><p>brat der Bruder</p><p>sestra die Schwester</p><p>svak i šurjak der Schwager</p>
36,<p>svast i sna die Schwägerin</p><p>svadba die Hochzeit</p><p>ženidba die Ehe</p><p>zaručenje das Verlöbniß</p><p>zaručnik ili mladoženja der Bräutigam</p><p>zaručnica die Braut</p><p>dojka die Säugamme</p><p>udovac der Wittwer</p><p>udovica die Wittwe</p><p>kum der Gevatter</p><p>kuma die Gevatterin</p><p>dvojci Zwilling Gebrüder</p><p>dvojkinje Zwilling Schwester</p><p>prijatelj der Freund</p><p>prijateljica die Freundin</p><p>neprijatel ili zlotvor der Feind</p>
37,"<p>Od odiće muške i ženske</p><p>haljina das Kleid</p><p>dolama der Rock, oder Mannsrock</p><p>skriljak der Hut</p><p>kabanica der Mantel</p><p>ječerma das Kamisol, oder Weste</p><p>lače die Hosen</p><p>gaće die Nacht-Hosen, oder Schlaf-Hosen</p><p>rubina das Hemde</p><p>cipele die Schuh</p><p>čizme die Stiefeln</p><p>čorape die Strümpfe</p><p>rukavice die Handschuh</p>"
38,"<p>marama za usekanje ili rubac das Schnupftuch</p><p>marama oko vrata das Halstuch</p><p>obrisač das Handtuch</p><p>safun die Seife</p><p>češal der Kamm</p><p>kefa die Kehrbürst</p><p>kefa za cipele die Schuhbürste</p><p>kapa die Haube</p><p>suknja der Weiberrock</p><p>zapreg der Schurz</p><p>ušnjaci die Ohrringe</p><p>narukve die Armbänder</p><p>igla bumbača die Stecknadel</p><p>naprstak der Fingerhuth</p><p>konac ein Faden, Zwirn</p><p>igla die Nadel</p>"
39,<p>svila die Seide</p><p>vuna die Wolle</p><p>bez die Leinwand</p><p>Od kuće</p><p>kuća das Haus</p><p>pribivalište die Wohnung</p><p>vrata die Thür</p><p>ključ der Schlüssel</p><p>brava das Schloß</p><p>skakavica die Klinke</p><p>ključanica der Riegel</p><p>soba die Stube</p><p>peć der Ofen</p><p>kuhinja die Küche</p><p>podrum der Keller</p><p>dvor der Hof</p><p>pojata der Stall</p><p>skalini die Treppe</p><p>tavan der Boden</p>
40,<p>krov das Dach</p><p>oblok das Fenster</p><p>trpeza der Tisch</p><p>ogledalo der Spiegel</p><p>stolac der Stuhl</p><p>postelja das Bette</p><p>zastirači die Vorhänge</p><p>svića das Licht</p><p>Od pisma</p><p>pismo die Schrifft</p><p>list ili knjiga pisanica der Brief</p><p>knjiga das Buch</p><p>knjige die Bücher</p><p>hartija das Pappier</p><p>arkuš der Bogen</p><p>list das Blatt</p><p>24 knjige hartije das Buchpappier</p>
41,"<p>pisalo das Schreibzeug</p><p>crnilo, tinta die Dinte</p><p>pero die Feder</p><p>nožić za pera das Federmesser</p><p>rič das Wort</p><p>govorenje die Rede</p><p>slovo der Buchstab</p><p>silaba die Sylbe</p><p>skula die Schule</p><p>knjižica das Büchlein</p><p>cedula der Zettel</p><p>linir das Lineal</p><p>linija ili brazgotina die Zeile, die Linie, der Strich</p><p>Od poruđa koje je u sobi</p><p>klup die Bank</p>"
42,"<p>podnožje der Schemel</p><p>trpeznik das Tischtuch</p><p>ručnik die Handquele</p><p>tanjir der Teller</p><p>solnica das Salzfaß</p><p>žlica der Löffel</p><p>nož das Messer</p><p>vilice die Gabel</p><p>čaša der Becher</p><p>staklo das Glas</p><p>butulija die Flasche, Boutelie</p><p>sud, ardov das Faß</p><p>testija, koršov der Wasserkrug</p><p>svića das Licht</p><p>svićnjak der Leuchter</p><p>usekalo die Lichtputze</p><p>kresivo das Feuerzeug</p>"
43,"<p>Od kuhine</p><p>kuhina die Küche</p><p>ognjište der Herd</p><p>vatra das Feuer</p><p>dim der Rauch</p><p>drvo das Holz</p><p>ugljen die Kohle</p><p>žeravica die glühende Kohle</p><p>pepel die Asche</p><p>kremen der Feuerstein</p><p>sumporača Schwefelfaden</p><p>mij der Blasebalg</p><p>ožeg, vatral die Feuerschaufel</p><p>tavica za ugljen die Kohlpfanne</p><p>lonac der Topf</p><p>poklopac der Deckel</p><p>trinoga der Dreyfuß</p><p>havan der Mörsel</p>"
44,"<p>tucanj die Mörselkeule</p><p>zdjela der Schlüssel</p><p>čanak der Napf</p><p>košar der Korb</p><p>vreća der Sack</p><p>metla der Besen</p><p>Od podruma</p><p>podrum der Keller</p><p>sud das Faß</p><p>obruč der Reif</p><p>dno der Boden</p><p>lijevak der Drichter</p><p>čep, začep ein Kork, ein Stepfel</p><p>vino der Wein</p><p>novo Neuer</p><p>bijelo vino weiβer Wein</p><p>crljeno rother</p><p>rakija der Brandewein</p>"
45,"<p>Od stvari koje se naode u kući</p><p>postelja das Bette</p><p>pokrov die Decke</p><p>vankuš ein Küssen</p><p>zibka die Wiege</p><p>lonac za pišanje der Nacht-Topf</p><p>skrinja, sanduk ein Kasten, oder Lade</p><p>preslica ein Spinnrocken</p><p>vreteno ein Spintel</p><p>vital na koji se pređa mota der Haspel</p><p>čekrkli preslica ein Spinnrad</p><p>naprstak der Fingerhut</p><p>očale die Brillen</p><p>papuče die Pantoffeln</p>"
46,"<p>kruna die Krone</p><p>vijenac ein Kranz</p><p>lanac die Kette</p><p>prsten ein Fingerring</p><p>kopča der Heft, die Schnalle</p><p>novci das Geld</p><p>Od pojate</p><p>pojata der Stall</p><p>sijeno das Heu</p><p>slama das Stroh</p><p>jasle die Krippe</p><p>zob der Hafer</p><p>rešeto das Sieb</p><p>uzda das Gebiβ, der Zaum</p><p>kaiši na uzdi der Zügel</p><p>sedlo der Sattel</p>"
47,<p>kolani die Gurt-Riemen</p><p>pokove Huf-Eisen</p><p>klinci die Nägel</p><p>bič die Peitsche</p><p>mamuze die Sporn</p><p>uzengije die Steigpügel</p><p>žvale das Gebiß</p><p>konj das Pferd</p><p>hangir der Hengst</p><p>kobila die Stutte</p><p>ždribe ein Füllen</p><p>kočije eine Kutsche</p><p>kola ein Wagen</p><p>dvokolica ein Karren</p><p>saone ein Schlitten</p><p>tačke Schubkarren</p><p>Od varoša</p><p>varoš die Stadt</p><p>varošanin der Bürger</p>
48,"<p>tuđin ein Fremder</p><p>grad eine Festung</p><p>šanac eine Schanze</p><p>bedem der Wall</p><p>lagum die Mine</p><p>ćuprija, most die Brücke</p><p>kapija ili gradska vrata das Thor</p><p>kula, toran der Turn</p><p>sokak, ulica die Gasse</p><p>palac ein Pallast</p><p>tavnica das Gefängniß</p><p>trgovište der Marktplatz</p><p>pazar, vašer der Jahrmarkt</p><p>krčma das Wirthshaus</p><p>mesara die Fleischbank</p><p>mlin die Mühle</p><p>vodenica die Wassermühle</p><p>vitrenjača die Wind-Mühle</p><p>potok, rijeka der Bach, Fluß</p>"
49,"<p>Od mira, vojske i oružja</p><p>mir der Friede</p><p>nemir, vojska der Krieg</p><p>vojnik der Kriegsmann</p><p>neprijatel der Feind</p><p>vojska, tabor das Kriegsheer</p><p>pješak das Fußvolk</p><p>konjik die Reuterey</p><p>bitva, batalija eine Schlacht</p><p>regemenat das Regiment</p><p>batalion ein Bataylon</p><p>kompanija eine Compagnie</p><p>glida ein Treffen</p><p>dobitak ili nadvladanje der Sieg</p><p>plaća soldatska die Löhnung</p><p>zimski kvartir Winterquartier</p>"
50,"<p>mustra die Musterung</p><p>hodenje der Marsch</p><p>taborište das Lager</p><p>straža die Wache</p><p>stražanin die Schildwache</p><p>mrtva straža die verlohrne Schildwache</p><p>obsidnutje grada die Belagerung</p><p>silno otimanje der Sturm</p><p>pribig ein Deserteur, Ueberläufer</p><p>ranjenik ein Blesirter</p><p>oružje die Waffen</p><p>mač der Degen</p><p>sablja der Säbel</p><p>sabljene kore die Scheibe</p><p>puščena civ der Lauf</p>"
51,"<p>brava, vatra das Schloß</p><p>kremen der Stein</p><p>falja das Zündloch</p><p>čanak, tavica die Zindpfanne</p><p>oroz der Hahn</p><p>šibka der Ladstock</p><p>kalup za zrno die Kugelform</p><p>barut, prah das Schießpulver</p><p>zrno die Kugel</p><p>fitilj die Lunte</p><p>puščeni hitac die Ladung</p><p>oklop der Küraß</p><p>pancir der Panzer</p><p>štit das Schild</p><p>lubarda ein Geschüß</p><p>puška eine Büchs</p><p>topovsko zrno eine Stückkugel</p>"
52,"<p>kumbara eine Sprengkugel</p><p>granata eine Granate</p><p>šator ein Zelt</p><p>ćuprija ili most od lađa eine Schiffbrücke</p><p>ljestve, lotre Leitern</p><p>prtljag die Bagasche</p><p>vojvoda ein General</p><p>konjički kapetan ein Rittmeister</p><p>pješački kapetan ein Hauptmann</p><p>barjak, zastava eine Fahne</p><p>barjaktar ein Fähnrich</p><p>lajtnant ein Lieutenant</p><p>stražmeštar Wachtmeister</p>"
53,"<p>Od polja i šume</p><p>polje ein freyes Feld</p><p>pustoš, pustinja eine Wüste</p><p>šuma der Wald</p><p>brijeg, brdo der Berg</p><p>dol, dolina der Thal</p><p>livada die Wiese</p><p>potok ein Back</p><p>jezero eine See</p><p>ribnjak ein Teich</p><p>bara ein Morast</p><p>rijeka der Fluß</p><p>lađa das Schiff</p><p>varošica ein Flecken</p><p>selo ein Dorf</p><p>selce ein Dörflein</p><p>polje poorano ili ral ein Acker</p>"
54,"<p>kukuruz Türkischkorn</p><p>plast sijena ein Heuschober</p><p>kamen, pećina ein Felß</p><p>Od događaja</p><p>dobro das Gute</p><p>zlo das Böse</p><p>sreća das Glück</p><p>nesreća das Unglück</p><p>potriba die Noth</p><p>hasna der Nutzen</p><p>kvar der Schade</p><p>mogućnost die Möglichkeit</p><p>nemogućnost die Unmöglichkeit</p><p>bogastvo der Reichthum</p><p>siromastvo das Armuth</p><p>poštenje die Ehre</p><p>nepoštenje die Unehre</p><p>sloboda die Freyheit</p>"
55,<p>podloženje die Dienstbarkeit</p><p>sila die Gewalt</p><p>zloća die Bosheit</p><p>ustrpljenje die Gedult</p><p>neuztrpljenje die Ungedult</p><p>nestanovitost die Unbeständigkeit</p><p>hitrina die Behendigkeit</p><p>kasnenje die Langsamkeit</p><p>linost die Faulheit</p><p>slobodnost die Kühnheit</p><p>pogibil die Gefahr</p><p>poslovanje die Arbeit</p><p>proždrlost die Freßigkeit</p><p>pijanstvo die Trunkenheit</p><p>triznost die Nüchterkeit</p><p>čistoća die Keuschheit</p><p>nečistoća die Unkeuschheit</p><p>pravda die Gerechtigkeit</p><p>pristojnost die Billigkeit</p>
56,"<p>nepravda die Ungerechtigkeit</p><p>ubojstvo ein Todtschlag</p><p>šala der Scherz</p><p>zakon das Gesetz</p><p>pogodba ein Handel</p><p>iskanje, molba die Bitte</p><p>obećanje die Verheißung</p><p>kupovanje der Kauf</p><p>prodavanje der Verkauf</p><p>nadnica die Löhnung</p><p>plaća die Bezahlung</p><p>slava das Lob</p><p>pogrdenje das Schelten</p><p>pomoć die Hülfe</p><p>istina die Wahrheit</p><p>laž die Lügen</p><p>virnost die Treue</p><p>nevirnost die Untreue</p><p>privara der Betrug</p>"
57,"<p>zakletva der Eyd</p><p>falinka der Fehler, Irrthum</p><p>mudrost die Weisheit</p><p>neznanost die Unwissenheit</p><p>složnost die Einigkeit</p><p>nesložnost die Uneinigkeit</p><p>lakomost der Geitz</p><p>blagodarnost die Freygebigkeit</p><p>zafalnost die Dankbarkeit</p><p>nezafalnost die Undankbarkeit</p><p>ludost die Narrheit</p><p>Od zanata i alata</p><p>zanat das Handwerk</p><p>zanatdžija der Handwerksmann</p><p>težak der Ackermann</p><p>plug der Pflug</p>"
58,<p>lopata eine Schaufel</p><p>vile die Gabel</p><p>srp die Sichel</p><p>koleso ein Rad</p><p>kola ein Wagen</p><p>lovac der Jäger</p><p>ribar der Fischer</p><p>udica die Angel</p><p>mlinar der Muller</p><p>mlin die Mühle</p><p>pekar der Becker</p><p>mesar der Fleischer</p><p>mehandžija der Wirth</p><p>pivar der Bierbrauer</p><p>apatekar der Apothecker</p><p>apateka die Apothecke</p><p>brijač der Barbierer</p><p>tkalac der Weber</p><p>šilac der Schneider</p><p>klobučar der Hutmacher</p>
59,<p>ćurčija der Kürschner</p><p>cipelar der Schuster</p><p>gajtandžija der Schnürmacher</p><p>kopčar der Gürtler</p><p>užar der Seiler</p><p>sedlar der Sattler</p><p>pengar der Mahler</p><p>kiporezac der Bildhauer</p><p>knjigovezalac der Buchbinder</p><p>knjigoprodavalac der Buchhändler</p><p>kovač der Schmidt</p><p>dunđerin der Zimmermann</p><p>drveni majstor der Tischler</p><p>zdilar der Drechsler</p><p>kolar der Wagenmacher</p><p>sudar der Faßbinder</p><p>kamenar der Steinmetz</p>
60,"<p>zidar der Mäurer</p><p>staklar der Glaser</p><p>lončar der Töpfer</p><p>zlatar der Goldschmidt</p><p>kotlar der Kupferschmidt</p><p>kositerar der Zinngießer</p><p>lakatuš der Schlösser</p><p>nožar der Messerschmidt</p><p>iglar der Nadler</p><p>safundžija der Seiffensieder</p><p>trgovac ein Handelsmann, ein Kaufmann, ein Krämer</p><p>dućan, bolta der Kramladen</p><p>espap die Waare</p><p>čoa, svita, sukno Tuch, Lacken</p><p>kadifa Sammet</p><p>rif die Elle</p>"
61,<p>funt ein Pfund</p><p>pol funta ein halb Pfund</p><p>dram ein Loth</p><p>dva drama zwey Loth</p><p>pol drama ein halb Loth </p><p>cent ein Centner</p><p>10 centi zehen Centner</p><p>terazije eine Wage</p><p>mjera ein Maaß</p><p>pol mjere ein halb Maaß</p><p>četvrt ein Viertel</p><p>četiri tala Viertheil</p><p>pedalj eine Spanne</p><p>koračaj ein Schritt</p><p>put der Weg</p><p>staza der Fußweg</p><p>drum die Landstraße</p><p>Od alata</p><p>nož das Messer</p>
62,"<p>sikera das Beil</p><p>brus der Schleifstein</p><p>klin der Nagel</p><p>čekić der Hammer</p><p>britva das Schermesser, Barbiermesser</p><p>pila die Säge</p><p>kosa die Sense</p><p>Od zlih ljudi</p><p>pustaija der Strassenräuber</p><p>hrsuzin, tat der Dieb, Rauber</p><p>ubojica der Tödter Mörder</p><p>kavgadžija der Zanker</p><p>henkar der Scharffrichter</p>"
63,"<p>kurvar der Hurer</p><p>kurva die Hure</p><p>vištac der Zauberer</p><p>vištica die Zauberin</p><p>KNJIGA DRUGA</p><p>Od riči koje se često u govorenju potrebuju</p><p>pomnjiv Fleisig, hurtig</p><p>prignut geneigt, ergeben</p><p>čudnovat wunderbar</p><p>prikladan geschickt</p><p>ljubezan freundlich</p><p>hitar geschwind</p><p>lastan, lagan leicht</p><p>ponosan hochmüthig</p><p>zaljubljen verliebt</p><p>star alt</p>"
64,"<p>godišnji jährlich</p><p>pohlepan begierig</p><p>nemilosrdan barbarisch</p><p>ugodan, lijep schön, angenehm</p><p>dobrostivan gütig, mild</p><p>čudnovat wunderlich</p><p>bijel weiß</p><p>blijed bleich</p><p>nerazuman unvernünftig, grob</p><p>pogrbit bucklich</p><p>ćorav blind</p><p>vrstan, moguć tüchtig, fähig</p><p>uzvišen, slavan berühmt</p><p>nebeski himmlisch</p><p>uvridljiv verdrießlich</p><p>puten, mesnat fleischlich</p><p>drag lieb</p>"
65,"<p>vedar, bistar hell, durchsichtig</p><p>srdit zornig</p><p>poznan bekannt</p><p>stanovit beständig</p><p>zadovoljan vergnügt</p><p>suprotivan zuwider</p><p>pristojan anständig</p><p>srčan herzlich</p><p>pokrupan groß und dicke</p><p>ugodan lieblich</p><p>nemilostiv grausam</p><p>zapusten liederlich</p><p>slab schwach</p><p>strašliv furchtsam</p><p>kratak kurz</p><p>gol blaß</p><p>pokojni selig, verstorben</p><p>pogrdan abscheulich</p><p>ružan ungestalt</p><p>težak schwer</p>"
66,"<p>sramotan schändlich</p><p>pitom zahm</p><p>divji wild</p><p>naučan lehrsam, gelehrt</p><p>dvostručan zweifelhafftig</p><p>dvostruk zweyfälltig</p><p>razmaknut entfernt, abgelegen</p><p>jak, kripostan kräftig</p><p>jednak gleich</p><p>uzorit, lijep zierlich</p><p>govorliv beredsam</p><p>drimliv schläfrig</p><p>brezrazuman unsinnig</p><p>strašan erschrecklich</p><p>nedomisljen unbesonnen</p><p>tuđin fremd</p><p>obćeni gemein</p><p>lukav falsch</p><p>plodan fruchtbar</p>"
67,"<p>krut, čvrst fest, hart</p><p>stalan unbeweglich</p><p>jak stark</p><p>slab, razbitliv gebrechlich</p><p>srićan glücklich</p><p>nesrićan unglücklich</p><p>pokvaren verdorben</p><p>smrznut gefroren</p><p>poglaviti allgemein</p><p>poštovan ehrwürdig</p><p>podpun vollkommen</p><p>nedopun unvollkommen</p><p>ustrpljiv gedultig</p><p>neustrpljiv ungedultig</p><p>moguć möglich</p><p>nemoguć unmöglich</p><p>poslušan gehorsam</p><p>neposlušan ungehorsam</p><p>poznan bekannt</p><p>neznan unbekannt</p>"
68,"<p>čist rein, sauber</p><p>nečist unrein, unsauber</p><p>stidliv verschämt</p><p>nestidliv unverschämt</p><p>priviđen versehen</p><p>nepriviđen unversehen</p><p>dostojan würdig</p><p>nedostojan unwürdig</p><p>zafalan dankbar</p><p>nezafalan undankbar</p><p>ljudski menschlich</p><p>neljudski unmenschlich</p><p>zdrav gesund</p><p>nezdrav ungesund</p><p>zamišljen melankolisch</p><p>mršav mager</p><p>debel dick</p><p>tanak dünne</p><p>polovinji mittelmäßig</p><p>osobiti besonder</p>"
69,"<p>miran friedsam</p><p>bogat reich</p><p>siroma arm</p><p>očinski väterlich</p><p>pogibilni gefährlich</p><p>pogubljeni verlohren</p><p>iznenada unverhoft</p><p>nečuven unerhört</p><p>iznutarnji innerlich, inwendig</p><p>neviđeni unsichtbar</p><p>zaludnji unnützlich</p><p>neuredan unordentlich</p><p>umoran müde, matt</p><p>kasan langsam</p><p>miran ruhig</p><p>danguban müssig</p><p>običajan gewöhnlich</p><p>skup kostbar, theuer</p>"
70,"<p>gotov, pripravan bereit, fertig</p><p>milostiv gnädig</p><p>pametan klug, vernünftig</p><p>dičinji kindisch</p><p>hitar schnell</p><p>odbačen verworfen</p><p>istinit würklich</p><p>nemiran unruhig</p><p>razbijen, razlomljen gebrochen</p><p>zločest schlecht, einfältig</p><p>srčan aufrichtig</p><p>čvrst fest</p><p>neplodan unfruchtbar</p><p>potajni still, verschwiegen</p><p>tvrdoglav eigensinnig</p><p>mekoputan zart, weich</p><p>mirotvoran ruhig</p><p>trostruk dreyfach</p>"
71,"<p>živ, životan lebendig, lebhaft</p><p>jaki, kripak, moguć stark, mächtig</p><p>nevaljal liederlich, gering</p><p>pogrdan garstig</p><p>nagal, silovit gewaltig, hitzig</p><p>svejedan einerley</p><p>dobrovolnik freywillig</p><p>Riči od mista</p><p>kuda wohin</p><p>odkuda woher</p><p>kako daleko wie weit</p><p>kuda priko wodurch</p><p>ovuda hierdurch</p><p>od ovuda von hier</p><p>ovdi hier</p><p>tu da</p><p>odtuda von dannen</p><p>po tomu dadurch</p>"
72,"<p>okolo herum</p><p>svrhu gori oben drauf</p><p>ozgor von oben</p><p>doli unten</p><p>ozdol von unten</p><p>izpod unter durch</p><p>odtud, odovud, tamo, amo hin und her</p><p>prid vor</p><p>sprida von forne</p><p>odonud sprida dort forne</p><p>odovud sprida forne her</p><p>na tragu hinten</p><p>straga hinterwärts, von hinten</p><p>s ove strane disseits</p><p>s one strane jenseits</p>"
73,<p>drugdi anderswo</p><p>od drugda anders woher</p><p>kod bey</p><p>blizu ganz nahe</p><p>izbliza von der Nähe</p><p>daleko weit</p><p>nadaleko abgelegen</p><p>izdaleka von weiten</p><p>od kuće von hause</p><p>kod kuće zu hause</p><p>unutra drinnen</p><p>iznutra von drinnen</p><p>uznaprid vorwärts</p><p>uznatrag hinterwärts</p><p>spram gegen über</p><p>tu gori dort oben</p><p>tu doli dort drunten</p><p>drugdi anderswo</p><p>nigdi nirgend</p><p>nalijevo zur Linken</p>
74,"<p>nadesno zur Rechten</p><p>svagdi überall</p><p>na strani zur Seiten</p><p>priko über</p><p>dalje weiter</p><p>do ovud</p><p>do onud</p><p>bis dahin</p><p>Riči od vrimena</p><p>kada wann</p><p>tada alsdann</p><p>sada jetzt, jetzo, jetzund</p><p>zasada vor jetzo</p><p>odmah flugs</p><p>taki bald</p><p>u taj čas so gleich</p><p>u oka trepnutje in einen Augenblick</p><p>odmah kako so, bald</p>"
75,"<p>hitro schnell</p><p>najedanput auf einmahl</p><p>ukratko in kurzem</p><p>skoro bald</p><p>naskoro alsobald</p><p>priko godine übers Jahr, jährlich</p><p>na dan täglich</p><p>od dneva do dneva von Tag zu Tag</p><p>dan i noć Tag und Nacht</p><p>na misec ili priko miseca monatlich</p><p>priko tjedna wöchentlich</p><p>na sat, na uru stündlich</p><p>uvike ewiglich</p><p>unapridak hinführo</p><p>odsada von nun an</p>"
76,<p>od starine vor alters</p><p>dosada bishero</p><p>prije toga vor diesem</p><p>najposli letzlich</p><p>naskoro neulich</p><p>malo prvo kürzlich</p><p>danas heute</p><p>sutra morgen</p><p>prikosutra übermorgen</p><p>drugo jutro den andern Morgen</p><p>jučer gestern</p><p>prikojučer vorgestern</p><p>rano frühe</p><p>vrlo rano sehr frühe</p><p>ujutru rano früh morgens</p><p>jutros des morgens</p><p>večeras des abends</p><p>sutra rano morgen früh</p><p>prid pol dana vor Mittag</p>
77,"<p>u pol dana um Mittag</p><p>posli pol dana nach Mittag</p><p>okolo pol dana gegen Mittag</p><p>prid noć ili okolo večera gegen Abend</p><p>prid polnoći vor Mitternacht</p><p>u polnoći um Mitternacht</p><p>prije toga zuvor</p><p>zatim, pak ili posli toga hernach</p><p>za vrimena ili rano zeitlich</p><p>kasno spät</p><p>prikasno zu spät</p><p>vrlo kasno gar zu spät</p><p>učesto stets</p><p>urijedko selten</p>"
78,"<p>međuto ili med tim unterdessen</p><p>nepristance immerdar, unaufhörlich</p><p>unapridak ins künstige</p><p>nikada niemahlen, nimmermehr</p><p>svakada allezeit</p><p>kadkad, dokidok bisweilen</p><p>običajnim načinom gemeiniglich</p><p>često oft</p><p>čestije öfter</p><p>vrlo često sehr oft</p><p>Riči od broja</p><p>jedanput einmahl</p><p>dvaput zweymahl</p>"
79,"<p>triput dreymahl</p><p>koliko puta wie oft</p><p>često puta oftmahls</p><p>toliko puta so oft</p><p>prvi put das erstemahl</p><p>drugi put das zweytemahl</p><p>sto puta hundert mahl</p><p>hiljadu puta tausend mahl</p><p>sto hiljada puta hundert tausend mahl</p><p>Riči od reda</p><p>u prvi put, najprija Erstlich, zum ersten</p><p>u drugi put zum andern</p><p>u treći put zum dritten</p><p>uredno ordentlich</p><p>prvo svega vor allen Dingen</p>"
80,"<p>najposli endlich</p><p>jedno za drugim nach einander</p><p>ujedno, zajedno mit einander</p><p>po redu, redom ili promince wechselsweiß</p><p>jedan za drugim einer nach den andern</p><p>najeda[n]put auf einmal</p><p>na jednu hrpu plötzlich</p><p>dva i dva zwey und zwey</p><p>tri i tri drey und drey</p><p>od kuće do kuće von Haus zu Haus</p><p>od vrimena do vrimena von Zeit zu Zeit</p><p>prvo toga vorher</p><p>iz temelja von Grund aus</p>"
81,"<p>naopako verkehrt</p><p>priokrenuto umgekehrt</p><p>suprot, spram gegen über</p><p>svrhu toga über das</p><p>posli toga hernach</p><p>opet wiederum</p><p>Riči od kolikoće</p><p>koliko wie viel</p><p>malo wenig</p><p>vrlo malo gar wenig, sehr wenig</p><p>primalo zu wenig</p><p>mlogo viel</p><p>primlogo zu viel</p><p>odviše, mlogo sehr viel, gar zu viel</p><p>pomalo, pomalo nach und nach</p>"
82,"<p>velika mložina in Menge</p><p>priko vrha mlogo überflüssig</p><p>mlogo na broj viel, in großer Zahl</p><p>sasvim, čitavo gänzlich</p><p>sasvim do kraja ganz und gar</p><p>do polak bis halb</p><p>malo fali bey nahe</p><p>brez svrhe unendlich</p><p>toliko so viel</p><p>također toliko eben so viel</p><p>manje weniger</p><p>veće mehr</p><p>mlogo manje viel weniger</p><p>mlogo veće viel mehr</p>"
83,"<p>veće i veće mehr und mehr</p><p>toliko bolje desto besser</p><p>toliko gorje desto schlimmer</p><p>jedva, teško kaum</p><p>skoro tako schier so</p><p>Riči od kakoće</p><p>kako wie</p><p>zlo übel, schlimm, schlecht</p><p>dobro gut, wohl</p><p>povolno freywillig</p><p>dobrovolno gutwillig</p><p>z dobrom voljom mit gutten Willen</p><p>nerad ungern</p><p>rad gern</p><p>suprot volje wider Willen</p>"
84,"<p>zlerad, povolno vorsetzlich</p><p>nepromotreno unbedachtsam</p><p>nepriviđeno unversehens</p><p>na hitrini eilends</p><p>po običaju, po navadi nach der Weise</p><p>na stari način ili zavičaj auf die alte Manier</p><p>za okladu um die Wette</p><p>na konju zu Pferde</p><p>pješice zu Fusse</p><p>na vodi zu Wasser</p><p>stojeći stehend</p><p>sideći sitzend</p><p>ležeći liegend</p><p>spavajući schlafend</p><p>srićno glücklich</p><p>lagano leichtlich</p><p>očito öffentlich</p><p>potajno heimlich</p>"
85,"<p>skrovito verborgener Weise</p><p>klečeći kniehend</p><p>na kolih zu Wagen</p><p>u kočija in der Kutsche</p><p>u lađi zu Schiffe</p><p>po moru zur See</p><p>po zemlji zu Land</p><p>nogu za nogom Fuß für Fuß</p><p>korak za korakom Schritt für Schritt</p><p>Riči od pokazanja</p><p>vidi, gledaj, pogledaj siehe</p><p>gledaj amo siehe da</p><p>evo mene hier bin ich</p>"
