Stranica,Tekst
189,"<p>Raz. Raz ima značenje diobe, odvajanja, promjene radnje:razdijeliti, razlučiti ili razdružiti, razčiniti, razbjegnuti se itd. Kadšto znači i nešto pretjerano: razgrijati, razmlatiti, razoriti.</p><p>Po. Po ima tri značenja. Može značiti dio ili ponavljanje koje radnje: pojahati, povratiti se, pomladiti; a moguće je i značenje svršenosti radnje: posjeći, pojesti, pokupiti. Kad se čestica po pridruži čestici na one zajedno imaju značenje ponavljanja radnje: ponapit se.</p><p>Za. Za označuje početak radnje: zatrubiti, zadrijemati, no može značiti i što drugo: zavesti, zahoditi, zabrojiti se.</p><p>Pro. Pro, kao i za, često označuje početak radnje: proplakati, progovarati, prosinuti. Čestica pro može značiti i sredstvo ili pomoć u ostvarivanju radnje: pronijeti (o kokoši, snijeti jaje po prvi puta), prostrijeliti, probosti, prozirati. Na koncu, pro ima i značenje 'prilično, bolje': prosladiti, prolupati, proučiti.</p><p>Uz. Uz pridonosi značenju visine: uznijeti ili uznositi, uzhoditi ili uziti, uzjahati.</p>"
190,"<p>Pri. Pri često označuje ponovljenu radnju: pričiniti ('ponovno učiniti'), priprati ('ponovno oprati'), privezati ('ponovno vezati').100 Osim toga, znači i veliku količinu ili pretjeranost: prisijevati, pripeći, priskočiti. Čestica pri u spoju s česticom na označuje ponavljanje radnje: prinačiniti, prinapravljati, ali i pretjeranost: prinakititi.</p><p>Priko. Prijedlog priko donosi značenje pretjeranosti: prikomjeriti, prikobrojiti, prikohtjeti, prikobroditi.</p><p>Bez. Bez označuje uskraćivanje i gotovo je uvijek pridodan imenicama ili prilozima: bezstidan, bezsvjetno, bezrukast, bezpomnja.</p><p>Ne. Ne je uvijek niječnoga značenja: neuspjeti, netruditi.</p><p>Sa ili s. Sa ili s ponekad su pozitivnoga predznaka: sadružiti ili sdružiti, sastaviti; a katkad negativnoga: svlačiti ili svući, sjahati se itd. Osim toga označuju i cjelokupnost radnje – spustiti se u tkoga, te označuju i 'odozgo nadolje': snositi, sletjeti. No, vrlo je teško strancu dokučiti pravo značenje mnogih riječi koje s dodatkom čestice s ukazuju na određenu radnju, a bez te čestice znače općenitu tj. neodređenu radnju. Tako ću reći stvoriti kad govorim o svršenoj, odnosno određenoj stvari; tvoriti – kad govorim o stvarima koje se upravo događaju; skriti ili skriti se – određeno s obzirom na mjesto, vrijeme, ljude itd; kriti, kriti se – općenito.</p>"
191,"<p>Na isti način poznati tkoga značit će 'poznavati koga', no 'površno', dok spoznati tkoga znači 'poznavati koga duboko i potpuno'; pametan znači 'učen', a spametan 'vrlo učen'.</p><p>Mnoge spomenute čestice ili prijedlozi, na primjer, iz, o, od, bez, pri, priko i raz ponekad imaju niječno značenje koje odgovara talijanskim česticama dis ili s. Slijede primjeri: izagnati ili iztjerati, izkrcati, osramotiti, osloboditi se, odučiti, odavrijeti (mnoge od njih dobiju a u raznim riječima, kao od ili oda, s ili sa, iz ili iza, uz ili uza, raz ili raza), zatim bezrediti, bezufati, bezumiti, privratiti, prikorediti, razoružati, raztovariti itd.</p><p>Slijedi popis, ako ne svih, barem većine značenja koje ove čestice mogu imati kad se predmeću imenicama, glagolima, participima i prilozima. Svjestan sam da se takve razlike u značenju stranci ne mogu usvojiti bez velike muke i truda, no one čine najljepšu vrijednost ilirskoga jezika, onu koju je nemoguće pronaći u bilo kojemu živućem jeziku. Jer, u kojemu je to jeziku moguće, čuvajući izvorne nazive i riječi, s pomoću dodavanja jednosložne rječce dati toliko različitih značenja jedno te istoj riječi te s pomoću etimologije, koja na različite načine uvijek čuva izvorno značenje, objasniti svaki sloj prirode stvari, kao i temelj te nadogradnju svake radnje. U drugim su jezicima niječne čestice i stupnjevanje pridjeva gotovo jedini način određivanja pridjeva, no za ilirski jezik, osim tri stupnja pridjeva, vrijede i pri uporabi spomenutog prijedloga kao čestica koje nose male promjene značenja, što se ranije pokazalo s glagolom nositi, iznositi; sjeći, odsjeći, misliti,</p>"
192,"<p>domisliti; hoditi, uhoditi itd., a isto će pokazati i sljedeća dva primjera.</p><p>Talijanski izraz pasta lievitata ('dizano tijesto') na ilirskome se kaže tijesto kiselo, a talijanski perfettamente lievitata ('potpuno fermentirana') kaže se dokisjelo, dok se nepotpuno fermentirana reče nedokisjelo, a za previše fermentirano tijesto imaju naziv prikisjelo, usklištano (jer je zbog prefermentiranosti dobilo loš okus te je blizu truljenja). Nepromjenjiva riječ naslas101 ili pridjev naslatko označuju ono što se temelji na statkosti, slađahno znači ono što je pomalo slatko; slatko je ono što ima sladak okus, slađe znači ono što je više slatko, prislatko ­– ono što je jako slatko, a poluslatko označuje okus koji je sladak, ali uz taj ima i koji drugi okus. Ilirski je jezik u mnogim slučajevima pun takvih značenjskih primjesa.</p><p>O uporabi prijedloga od, iz i sa ili s</p><p>Premda od, iz i s znače isto što i talijansko da, dalla, dai, dalle te traže i isti padež, genitiv, oni nisu međusobno zamjenjivi te postoja opće pravila koja nalažu preciznu uporabu svakoga od njih.</p><p>Od se rabi kad se (1) iskazuje posjedovanje ili odnos prema kojoj stvari: kolo od ljudi, vrata od kuće, (2) s aktivnim, pasivnim i neutralnim glagolima kad iskazuje unutrašnjost, unutrašnji dio neke stvari: primio sam od tebe mnogo milosti, iskan si od mene, odalečimo se od ovezijeh krajā. Tako se od rabi svaki put kad mu je značenje 'unutra, iznutra' ili 'izvana'.</p><p>Iz je ilirski prijedlog koji točno odgovara latinskome e ili ex te se rabi isključivo za kretanje iz mjesta i uvijek označuje unutrašnjost stvari:</p>"
193,"<p>došo sam iz Italije, iz grada, to jest iz mjesta unutar Italije, unutar grada; zahititi vodu iz vira, iz gustijerne, odnosno iz unutrašnjosti fontane i bunara.</p><p>Sa ili s rabi se isključivo za kretanje s mjesta i ima sasvim drugačije značenje od prijedloga iz, to jest ne označuje nešto iz unutrašnjosti nego nešto s površine, odozgo: siti s brda, pasti s konja itd. S i od imaju slično značenje i nijedno od njih nema značenjsku sastavnicu 'iz unutrašnjosti, iznutra', a ponekad se javljaju kao sinonimi: sa svijeh strana, od svake strane; od svijeh krajā, s jedne ne drugu stranu; svratiti tkoga s koje stvari ili od koje stvari.</p><p>Nakon ovoga uporaba spomenutih prijedloga ne bi trebala biti tako teška. Ne može se reći, npr., pasti od ili iz konja, siti od ili iz brda, jer se ne pada iz unutrašnjosti konja, niti se silazi iz unutrašnjosti brda, pa je potrebno reći s konja, s brda jer to znači s (njihove) površine, što kontekst traži. Nadalje, reći će se: dignuti se iz odra – ako se govori o nekome tko je ustao iz kreveta (iz unutrašnjosti posteljine), a: dignuti se s odra – ako se govori o nekome tko odjeven (sjedi na krevetu); svući se iz haljina, a ne: od ili s haljina, jer se onaj što se svlači nalazi unutar odjeće ili među njom. Može se činiti previše jednostavnim i nezadovoljavajućim. No, teško je spoznati koliko je mudra i veličanstvena drevna filozofija starih nomenklatora, upravo zato što je jednostavna i prirodna. S druge strane, nama je važno da nas stranci razumiju i da im na neki način u poučavanju ovoga jezika olakšamo najnapornije dijelove.</p>"
194,"<p>O uporabi prijedloga a i na102 kad odgovaraju prijedlozima iz i s</p><p>Smatrajući prijedloge u i na prijedlozima kretanja vrlo je lako uspostaviti pravilo da one imenice koje podrazumijevaju kretanje iz mjesta i zahtijevaju prijedlog iz, kad se radi o kretanju prema mjestu, traže u, a da, u obratnome slučaju, sve imenice što podrazumijevaju kretanje iz mjesta iz mjesta i zahtijevaju prijedlog sa, kad je riječ o kretanju prema mjestu, traže prijedlog na. Slijede primjeri: Došo sam iz Moškovije, iz Italije, iz Franče, iz Sicilije, iz Carigrada, iz Mletaka, iz Rima, iz Dubrovnika, nu brzo ću vratit se u Moškoviju, u Italiju, u Franču, u Siciliju, u Carigrad, u Mletke, u Rim, u Dubrovnik. Nadalje imamo primjere kako prijedlog na odgovara prijedlogu s: Došo sam s Lopuda, s Mljeta, s Lastova, s Malte, s Livorne, s Cavtata, s brijega; iliti: brzo ću opeta poći na Lopud, na Mljet, na Lastovo, na Maltu, na Livornu, na Cavtat, na brijeg.</p><p>No, koje imenice traže prijedlog iz, a koje prijedlog s, te kad se rabi prijedlog u ili na? U tome se nalaze mnoge poteškoće i nema ilirskoga gramatičara koji može sa sigurnosti nabrojiti takve imenice. Naime, kaže li on kako sve sva imena gradova i otoka zahtijevaju prijedlog iz, uporaba će pokazati da postoje imena gradova i otoka koja traže prijedlog s, što smo imali prilike vidjeti s otokom Lopudom, s Mljetom, s gradovima kao Malta i Cavtat. Ipak, može se reći da općenito sva imena carstvā, kraljevstvā, državā, županijā, vojvodstvā, pokrajinā, glavnih gradova, velikih i poznatih gradova,</p>"
195,"<p>selā, zaseokā i četvrti čije ime rabe stanovnici tih pokrajina, svi oni zahtijevaju prijedlog iz kad je riječ o kretanju s mjesta (što znači da traže prijedlog u za kretanje prema mjestu), pogotovo ako se podrazumijeva značenje 'unutar, iznutra ili izvan tih krajeva'. Naprotiv, sva imena malih i nepoznatih mjesta traže prijedlog s, pogotovo ako se radi o 'nečemu ponad ili iznad takvih mjestā'.</p><p>O složenim glagolima s dvama nastavcima u infinitivu i njihovo sklanjanje</p><p>Među složenim je glagolima mnogo onih koji u infinitivu imaju dva nastavka: napravljati i napraviti, zaboravljati i zaboraviti, naredivati i narediti. Oni što završavaju na -iti u infinitivu nemaju ni prezenta ni imperfekta indikativa jer se ne može reći ni napravim ni napravjah – od napraviti, nego se samo može reći napravljam i napravljah – od napravljati. Naprotiv, aorist će se moći izvesti od nastvaka -ljah i od -ih, to jest od oba infinitivna nastavka: zaboravljah i zaboravih, napravljah i napravih, a tako i od drugih.</p><p>U zadnje se vrijeme u konjuktivu mogu pojaviti dva dočetka pa se može reći: da ja napravljam – od napraviti ili da ja napravim – od napraviti, a tako je i s drugim glagolima.</p><p>Treba upozoriti da glagoli što u infinitivu završavaju na -ovati i oni koji se od tako tvore, ponajprije od imeničkih riječi, na primjer: putovati od put, imenovati od ime, zlamenovati od zlamenje, u prezentu imaju indikativ na -ujem, kao putujem, imenujem, zlamenujem, a da mnogi drugi imaju završetak u infinitivu od istoga konjuktiva, kao podpišujem ili podpišivam, naređujem ili naređivam,</p>"
196,"<p>zato što zbog svojega prezenta pripadaju i prvoj i drugoj sklonidbi, te u infinitivu imaju dva nastavka: narezati i podpisati ili nareživati i podpišivati.</p><p>Konjugacija ovih triju glagolskih složenica tiče se značajke iz prvoga lica prezenta koji završava ili na -am, ili na -em, ili na -im, to jest tiče se jedne od tri jednostavne konjugacije.</p><p>O frekventativnim glagolima</p><p>Frekventativni glagoli koji se još nazivaju i inkoativnima ili deminutivnima, oni su glagoli što označuju trajanje radnje, a u ilirskome jeziku nastaju ne samo od jednostavnih glagola već čak i od složenih: od pjevati – pjevuckati, od srkati – prisrkivati, od činiti – činukati, od živjeti – živukati.</p><p>Ti se glagoli u infinitivu proširuju dodatnim slogom, najčešće oni na -ati, kao spati – spavati, dok u prezentu uglavnom imaju nastavke -avam ili -ujem kao spavam od spavati, spremljivam od spremljivati, životujem od životovati itd.</p><p>No, potrebno je dobro poznavati uporabu takvih glagola, a to znači razlikovati svršenu radnju od one koja traje ili se nastavlja. Tako ću reći rađati, a ne roditi, ako kanim govoriti o ženi koja upravo rađa, a roditi ću reći ako spominjem nekoga tko je već rodio. Na isti ću način reći narediti ako govorim o nekome tko je već naredio ili naređuje u smislu apsolutne i svršene radnje, a naređivati ili naredivati, ako mislim da nekoga tko naredbu izdaje kontinuiranom radnjom.</p><p>Međutim, u Dubrovčana, koji u svojemu govoru radi izgovorne ljupkosti imaju naglašenu uporabu imeničkih umanjenica, to se ne čuje često osim u obiteljskome razgovoru gdje se frekventativni i deminutivni glagoli često rabe iz čiste jezične navike.</p>"
197,"<p>O konstrukcijama s aktivnim glagolima</p><p>Pod nazivom aktivni glagol razumijeva se onaj glagol koji označuje radnju i koji u prvome licu prezenta indikativa završava na -am, -em ili -im te se s njegovim participom, uz glagol biti, može tvoriti pasiv, kao: ljubim – ljubljen sam, orem – oran sam, učim – učen sam itd. Kao što je već rečeno, svaki aktivni glagol ispred sebe traži vršitelja radnje (agensa) u nominativu i trpitelja radnje (pacijensa) u akuzativu. S obzirom na činjenicu da aktivni glagoli iza sebe dopuštaju i druge izravne padeže sa ili bez prijedloga, kako bi se što bolje rasvijetlila hrvatska sintaksa najbolje bi bilo podijeliti ih u razrede ili vrste kojima bi pripali oni aktivni glagoli koji osim akuzativa zahtijevaju i neki drugi određeni padež.</p><p>O konstrukcijama s prvom vrstom aktivnih glagola</p><p>Pod prvom vrstom aktivnih glagola razumijevam one glagole koji iza sebe traže samo akuzativ: dobri učitelji poštuju svoga naučitelja, istina omrazu porađa. U popisu glagola donosimo prvo lice prezenta i perfekta.</p><p>Neki glagoli ove vrste</p><p>Ljubiti, -bin, -bio sam Boga i iskrnjega.</p><p>Uzeti, -zimam, -eo sam svoje.</p><p>Hvaliti, -lim, -lio sam krepos.</p><p>Željeti, -lim, -lio sam mir.</p><p>Biti, bijen, bio sam tkoga.103</p><p>Hulit, -lim, -lio sam nepravednike.</p><p>Nositi, -sim, -sio sam drvo.</p>"
198,"<p>Otvoriti, -rim, -rio sam vrata.</p><p>Štiti, -tijem, -tio sam pjesni.</p><p>Poštovati, -tujem, -tovao sam roditelje.</p><p>Tegnuti, tičem, tegnuo sam nebo.</p><p>Služiti, -žim, -žio sam tkoga.</p><p>Pomoći, -agam, -gao sam siromahe.</p><p>Dvoriti, -rim, -rio sam tkoga.</p><p>Uživati, -ivam, -ao sam kojegod dobro.</p><p>Podzviždati, -divam, -dao sam tkoga.</p><p>Zaboraviti, -avljam, -io sam tkoga.</p><p>Dobro htjeti, dobro hoću, dobro htio sam prijatelje.</p><p>Braniti, -nim, -nio sam dobre.</p><p>Zabaviti, -avljam, -vio sam ili zabavljati, -avljam, -ljivo sam djecu.</p><p>Oprostiti, -stim, -stio sam tkoga.</p><p>Mahati, maham, -hao sam tkoga.</p><p>Napomena.</p><p>1. Uz aktivne glagole Iliri kadšto imaju i genitiv, kad imeničke riječi kojima upravljaju aktivni glagoli označavaju dio ili količinu čega, na primjer: mojom štetom druzijeh hranim i odijevam. Druzijeh je genitiv, a branim i odijevam su aktivni glagoli. Ne gleda ona zlata, snage, vjere i časti, tak je ohola104; Što si objedovo? Kosovića. Nadalje, reći će se: imam sinova, pijem vino105; ijem kruha, leće, graha slanoga,</p>"
199,"<p>lova106; primam knjiga; nosim drva.</p><p>Kako razvidim iz Mesgnienove gramatike, Poljaci vrlo često uz aktivne glagole rabe genitiv. U ilirskome se i dalmato-bosanskome dijalektu koriste akuzativom kad je u pitanju stvar ili količina općenito: daj mi kruh, vodu. Talijani u svojemu jeziku naizmjenično rabe obje ilirske konstrukcije.</p><p>2. Osim toga, uporaba će pokazati kako neki glagoli ove vrste imaju drugi tip akuzativa osobe koji traži prijedlog za, kao u primjerima: karati tkoga za grešnika, za lupeža; izabrati tkoga za prijatelja. I u ovome se slučaju talijanska konstrukcija podudara s ilirskom.</p><p>3. Na koncu, neki glagoli ove vrste mogu imati akuzativ s prijedlogom na ili besprijedložni akuzativ. Tako se može reći: mrzjet tkoga ili na tkoga; zbor mogući zlo na nj mrsi – reče Palmotić107; Jer ine sve mrze, razmi tvoj razgovor – reče Menčetić; nenavidjet koga ili na tkoga.</p><p>O drugoj vrsti aktivnih glagola</p><p>Drugoj vrsti aktivnih glagola pripadaju oni glagoli uz koje, osim akuzativa, može stajati i genitiv s prijedlogom od, s, iz, i u. Slijede primjeri: Sudci su ga oslobodili od smrti; Digni, o babo, ono dijete s sunca, ako hoćeš da ne pocrni; Neću puštit da te izpotežu iz doma tvoga; Pitaj mi proštenje u majke. Nemoguće je navesti sve glagole koji traže</p>"
200,"<p>genitiv s ovim prijedlozima stoga što je njihov broj neograničen. Bilo bi korisno razmisliti o tome kako ilirski glagoli ove vrste često odgovaraju onim latinskim glagolima koji uz akuzativ imaju i ablativ s prijedlozima a ili ab, e ili ex, kao i onim talijanskim glagolima koji ablativu s prijedlogom da ili dal, te genitivu s prijedlogom di, dodaju akuzativ, što će pokazati sljedeći primjeri.</p><p>Neki glagoli s akuzativom i genitivom s prijedlogom od</p><p>Braniti, -nim, -nio sam tkoga od neprijatelja.</p><p>Sačuvati, -uvam, -uvao sam tkoga od pogibije.</p><p>Obaditi, -divam, ili -djujem, -djivao sam tkoga od krivine.</p><p>Odrješiti, -šivam ili -šjujem, -šio sam tkoga od grijeha.</p><p>Osloboditi, -dujem, ili -divam, -io sam tkoga od dugova.</p><p>Neki glagoli s akuzativom i s genitivom s prijedlogom s</p><p>Svratiti, -ćam, -tio sam ili odvrnuti, -nem, -nuo sam tkoga s dobra puta.</p><p>Ubrati, -erem, -brao sam cvijeće s tabra.</p><p>Odrjeti, -direm, -dirao sam kožu s vola.</p><p>Uzeti, -imam, -eo sam kruh s trpeze.</p><p>Tjerati, -eram, -erao sam kuška s koga god mjesta.</p><p>Smaknuti, -knivam, -knuo sam prsten s ruke ili s prsta.</p>"
201,"<p>Dignuti, dižem, -nuo sam; slimiti, -mam, -mio sam tkoga s vladanja.</p><p>Skinuti, -ivam, -nuo sam klobuk s glave.</p><p>Neki glagoli s akuzativom i s genitivom s prijedlogom iz</p><p>Izvaditi, -dim, -dio sam mreže ili vrše iz mora.</p><p>Proliti, -ljevam, -lio sam vino iz gostarice.</p><p>Izvući, izvlačim, -čio sam miša iz stupice.</p><p>Iztjerat, -eram, -erao sam tkoga iz grada.</p><p>Puštit, -štavam, -štio sam tkoga iz tamnice.</p><p>Neki glagoli s akuzativom i s genitivom s prijedlogom u</p><p>Zaimati, -avam, -ao sam štogod u tkoga.</p><p>Prositi, -sim, -sio sam milosti u kralja.</p><p>Činiti, -nim, -nio sam štogod u tkoga god.</p><p>Učiti, -ćim, -io sam koju god stvar u tkoga.</p><p>Ospremiti, -ljivam, -mio sam štogod u tkoga.</p><p>Založiti, -lagam, -žio sam srebro u tkoga.</p><p>Napomena.</p><p>1. Drugdje smo već ukazali na razlike između ovih prijedloga i na njihovu točnu uporabu. Kadšto je moguće izbjeći prijedlog od, na primjer: odalećio sam te zla; izbavili su</p>"
202,"<p>Petra svakoga posla. To se odnosi samo na one glagole koji traže spomenute prijedloge.</p><p>Prijedlog u uz glagole te vrste nalazi se samo uz vlastite imenice i apelative koji se odnose na muškarce i na žene, i sa zamjenicama kad se odnose na vlastite imenice ili na apelative koji se odnose na muškarce i žene.</p><p>O trećoj vrsti aktivnih glagola</p><p>Glagoli iz treće vrste aktivnih glagola, osim akuzativa-pacijensa, zahtijevaju i odnosni dativ, a dolaze od glagola dati, napraviti, počiniti ili povjeriti, obećati, izjaviti, objasniti, ispričati, pamtiti, reći itd. kao na primjer: izrekao sam ti moju miso, podaj ovo prijateljima.</p><p>Neki glagoli iz ove vrste</p><p>Dati, -avam, dao sam što tkomu.</p><p>Povratit, -ćam, -tio sam dobro ime tkomu.</p><p>Dopuštit, -štujem, -štio sam koju stvar tkomu.</p><p>Obećati, -avam, -ćao sam štogod tkomu.</p><p>Uvjeriti, -eram, -rio sam česa god tkomu.</p><p>Kazati, -žem, -zao sam štogod tkomu.</p><p>Istomačiti, -čivam, -čio sam koji poso tkomu.</p><p>Priporučivati108, -čivam, -čio sam koji poso tkomu.</p><p>Opogovoriti, -varam, -rio sam dobročinstvo komu.</p><p>Naimati, -mavam, -mao sam kuću, baštinu tkomu.</p><p>Napomenuti, -njujem, nuo sam tkomu držanstvo svoje.</p>"
203,"<p>Zabaviti, -vljam, -vio sam tkomu djela i riječi.</p><p>Zapovidjet, -vjedam, -dio sam štogod tkomu.</p><p>Zakratiti, -ivam, -ao sam pomoć tkomu.</p><p>Nazvati, -ivam, -ao sam tkomu dobro jutro.</p><p>Služiti, -žim, -žio sam vino tkomu.</p><p>Čestitati, čestitam, -tao sam tkomu novo godište.</p><p>Uzrokovati, -kujem, -kao sam; uzročiti, -čim, -čio sam; stvarati, -aram, -rao sam; rađati, -đam, -đao sam; doraditi, -đivam, -dio sam štetu ili koris komu.</p><p>Nositi, -sim, -sio sam ili držati, -žim, -žio sam ljubav tkomu.</p><p>Napomena.</p><p>1. Na neki bi način ovoj vrsti mogli pripasti i oni aktivni glagoli koji, osim svojega akuzativa-pacijensa imaju i dativ s prijedlogom k i o od kojih prvi dolazi uz glagole kretanja, a drugi uz glagole mirovanja. Među glagolima s prijedlogom k sljedeći su: pritegnuti štogod k sebi, držati k sebi ruke, potezati tkoga k sebi, primaknuti ruku k ognju, privesti ili skloniti k čemu štogod. Među glagole s prijedlogom o ubrajamo: pisati ili govoriti štogod o komu, spovidjeti koju stvar o komu. No, ti se glagoli, uz koje dolazi prijedlog o, rabe uglavnom bez akuzativa, na primjer: zboriti o besjedi ili kojoj stvari; govoriti o mnozijeh stvari; a to ćemo vidjeti i drugdje.</p>"
204,"<p>2. Valja napomenuti kako neki glagoli ove vrste, osim svojega akuzativa i dativa, imaju kadšto i dodatni akuzativ s prijedlogom na: šaptati ili prišaptati što komu na uho; stavit što tkomu na ruku; prilijepiti što tkomu na oko.</p><p>O četvrtoj vrsti aktivnih glagola</p><p>Ova je glagolska vrsta vrlo zamršena i teška. Osim svojega akuzativa-pacijensa, neki glagoli dobivaju i prijedloge na i u s akuzativom, ako se radi o glagolima kretanja, ili s dativom, ako je riječ o glagolima mirovanja/stanja. Osim toga, neki glagoli s akuzativom zahtijevaju prijedlog za. Podijeli ćemo ih u tri razreda i svaki ćemo od njih pojasniti napomenam.</p><p>Neki glagoli ove vrste s prijedlogom na</p><p>Zvati, zovem, zvao sam tkoga na ručak, na objed, na užinu, na večeru.</p><p>Puštit, -uštam, -tio sam koji poso na tkoga.</p><p>Uspeti, -pinjem, -peo sam; usklisiti, -sivam, -sio sam ili uzdignuti, -dižem, -nuo sam na pristolje, na nebesa tkoga god.</p><p>Dati, -avam, dao sam štogod na znanje.</p><p>Staviti, -ljam, -vio sam ruke na tkoga.</p><p>Uliti, -ljevam, -lio sam vodu na česa god.</p>"
205,"<p>Ponukati, -ivam, -kao sam tkoga na što.</p><p>Primiti, -mam, -mio sam tkoga na gozbu.</p><p>Naprtiti, -ivam, -tio sam štogod na tkoga.</p><p>Ganuti, -ivam, -nuo sam tkoga na boles.</p><p>Vezati ili privezati, -živam, -zao sam tkoga na karu.</p><p>Nositi, -im, -sio sam nos na koga.</p><p>Nataknuti, -tičem, -nuo sam pračića ili kokoš na ražanj.</p><p>Objesiti, -sivam, -sio sam štogod na čavo.</p><p>Napomena.</p><p>Što se tiče glagola mirovanja/stanja koji traže isti prijedlog na s dativom, bit će dovoljni sljedeći primjeri: nosim prsten na ruci ili na prstu; uzdržim glavu na ruci; držim glavu na tundjeli109; imam mač na bedri; sušim slane jezike na dimu i smokve na suncu.</p><p>O glagolima ove vrste s prijedlogom u</p><p>Evo glagola ove vrste s akuzativom uvedenim prijedlogom u: kad Augustulo, napokonji samovladalac od latinskoga pristolja110 pušti (vajmeh) inostranijem nevjernicim u ruke prelijepi ures od svijeta, to jest pravovjernu Italiju</p>"
206,"<p>– govorio je Đurđević. Ovi glagoli označuju kretanje.</p><p>Neki od glagola ove vrste s prijedlogom u</p><p>Uložiti, -agam, -žio sam dohodke u pomoć uboštva.</p><p>Osuditi, -djujem, -dio sam tkoga u blago i u dobra.</p><p>Piti, pijem, pio sam vino u čigovo zdravlje.</p><p>Dati, dajem/davam ili uzet, -ljem, -eo sam u zajam štogod.</p><p>Složiti, slagam, -žio sam besjedu u pjesan.</p><p>Napomena.</p><p>1. Slijede aktivni glagoli mirovanja7stanja s dativom uvedenim prijedlogom u: imam te u srcu; čuvam pjeneze u skrinji; molim Boga u crkvi. U množini dativ s prijedlogom u traži ablativ: pasem ovce i volove u livadah.</p><p>2. Pokoji od ovih aktivnih glagola može stajati s akuzativom uz prijedlog o: objesiti štogod o mir, o vrat. Drugdje ćemo još govoriti o glagolima koji traže prijedlog o.</p><p>3. Kako ne bismo brkali prijedlog na s prijedlogom u, treba primijetiti kako se s aktivnim glagolima, bili oni glagoli kretanja ili mirovanja/stanja, mogu rabiti oba prijedloga ako imenica kojom upravljaju nema značenje 'unutra, unutar, iznutra', na primjer: ja sam dao moje pjesni na svjetlos ili u svjetlos; pio sam vino u ili na tvoje zdravlje;</p>"
207,"<p>primiti što na dobro, u zlo ili na zlo. U tome slučaju, i njemu sličnima, može doći u i na zato što ne postoji značenjska komponenta 'unutra'. Naprotiv, reći će se: stavit ću ti ja pamet u glavu; imat ću te sveđ u srcu – a ne: na glavu, na srcu – jer se tu, kao i u mnogim drugim slučajevima, radi o 'unutrašnjosti'.</p><p>Jednako će se tako reći: uzdržim glavu na ruci, a ne – u ruci, jer značenje ovdje ne podrazumijeva da glava stoji unutar ruke već samo na nju naslonjena; imam ptičicu u ruci ili na ruci, što znači 'unutar ruke' i 'oslonjenu na ruci', što zavisi od konteksta. Na koncu valja napomenuti kako se u dobrih autora nalazi: jak na srcu, slab na srcu, slab na nogami, no u tom smislu na znači što i talijansko di u primjerima: uomo di coraggio, uomo di niun coraggio, debole di piedi.</p><p>O glagolima ove vrste s prijedlogom za</p><p>Aktivnih glagola, koji osim svojega akuzativa-pacijensa imaju još jedan akuzativ uveden prijedlogom za, velik je broj, a tvore se na ovaj način: što hoćeš ti od mene?; čemu li uzimlješ brinuće za posle moje?. I Talijani imaju sličnu konstrukciju što će pokazati primjeri.</p><p>Neki od glagola te vrste s prijedlogom za</p><p>Osuditi, -djujem ili -divam, -dio sam tkoga za koju krivinu</p><p>Voditi, -dim, -dio sam tkoga za nos, za ruku.</p><p>Uhititi, -tam, -tio sam tkoga za kose.</p>"
208,"<p>Imati, -mam, -mao sam pomnju za koju stvar.</p><p>Vjenčati, -avam, -ao sam tkoga za koju ili koju za tkoga.</p><p>Naputiti, -tjujem ili -tivam, -tio sam tkoga za slugu.</p><p>Oženiti, -ženim ili -nivam, -nio sam tkoga za koju god.</p><p>Prositi, -sim, -sio sam štogod za tkoga.</p><p>Izvesti, izvodim, -eo sam ili dozvati, -ivam, -vao sam tkoga za svjedoka.</p><p>Napomena.</p><p>1. Glagoli rijeti, govoriti, čuti, pisati i znati, osim svojega akuzativa-pacijensa, imaju još jedan, uveden prijedlogom za, na primjer: što su rekli ili govorili, čuli, pisali i znali za tvoga brata.</p><p>U pučkome se govoru kaže od umjesto za što nije u skladu s dobrom normom ilirske sintakse.</p><p>2. Neki glagoli umjesto akuzativa s prijedlogom za mogu imati ablativ prijedlogom s pa se može reći: udati kćer za koga ili s tkojim; oženiti tkoga za tkoju ili s tkojom.</p><p>3. Glagoli pitat, iskat i poslat često imaju dodatni akuzativ s prijedlogom za ispuštajući prvi (akuzativ), na primjer: sveđ ja pitam za brata; iskali su za tebe; poslali su za Petra (s potonjim se može rabiti i po).</p><p>4. Kadšto dolaze oba akuzativa s oba prijedloga, za i na, osim uobičajenoga akuzativa</p>"
