Stranica,Tekst
91,"<p>IMPERATIV</p><p>Prezent</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bùdi</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#imperativ"" type=""mood""/>
  <gram corresp=""#drugo"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  ti, es uel esto, sij tu</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bùdi</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#imperativ"" type=""mood""/>
  <gram corresp=""#trece"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  on, sit ille, sia quello</p><p>Množina</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bùdimo </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#imperativ"" type=""mood""/>
  <gram corresp=""#prvo"" type=""person""/>
  <gram corresp=""#mnozina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  mij (mi), simus nos, siamo noi</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bùdite </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#imperativ"" type=""mood""/>
  <gram corresp=""#drugo"" type=""person""/>
  <gram corresp=""#mnozina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  vij (vi), este uel estote uos, siate uoi </p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bùdu </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#imperativ"" type=""mood""/>
  <gram corresp=""#trece"" type=""person""/>
  <gram corresp=""#mnozina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  oni, sint illi, siano quelli</p><p>Futur</p><p>bìtchiesc tí [bit ćeš ti] , eris uel esto tu, sarai tu</p><p>bìtchie òn [bit će on], erit uel esto ille, sarà quello</p><p>Množina</p><p>bìtchiemo mij [bit ćemo mi], erimus nos, saremo noi</p><p>bìtchiete vij [bit ćete vi], eritis uel estote uos, sarete uoi</p><p>bìtchiê onì [bit će oni], erunt uel sunti illi, sarano quelli</p><p>OPTATIV</p><p>Prezent</p><p>sam ili yesàm [jesam], utinam sim, Dio uoglia che fia</p><p>ò ili à, da si ili yesì [jesi], utinam sis, Dio uoglia che fij</p><p>ye ili yèst [je, jest], utinam sit, Dio uoglia che fia</p>"
92,"<p>Množina</p><p>smo ili yesmò [jesmo] , utinam simus, Dio uoglia che siamo</p><p>ò dà ste ili yestè [jeste], utinam sitis, Dio uoglia che siate</p><p>su ili yesù [jesu], utinam sint, Dio uoglia che siano</p><p>Preterit imperfekt</p><p>bijh ili bìah [bih, bijah], utinam essem, Dio uolesse che io fussi</p><p>ò dà bijsce [biše], utinam esses, Dio uolesse che tu fussi</p><p>bijsce [biše], utinam esset, Dio uolesse che quello fusse</p><p>Množina</p><p>bijhomo [bihomo], utinam essemus</p><p>ò dà bijhote [bihote], utinam essetis</p><p>bijhu [bihu], utinam essent</p><p>Aorist</p><p>bìh fuerim bìsmo</p><p>ò dà bì utinam fueris Množina bìste</p><p>bì fuerit bìsce [biše]</p><p>Perfekt</p><p>sam utinam fuerim</p><p>ò dà si bio ili bil</p><p>ye [je]</p><p>Množina</p><p>smo</p><p>ò dà ste bili</p><p>su</p>"
93,"<p>Pluskvamperfekt</p><p>bijh [bih] fuissem</p><p>ò dà bijsce [biše] bìo ili bil utinam fuisses</p><p>bijsce [biše] fuisset</p><p>Množina</p><p>bijhomo [bihomo]</p><p>ò dà bijhote bíli [bihote bili]</p><p>bijhu [bihu]</p><p>Futur</p><p>bùdem sim</p><p>ò dà bùdesc [budeš] utinam sis</p><p>bùde sit</p><p>Množina</p><p>bùdemo</p><p>ò dà bùdete</p><p>bùdu</p><p>KONJUNKTIV</p><p>Prezent</p><p>bùdem ut sim</p><p>dà bùdesc [budeš] ut sis</p><p>bùde ut sit</p><p>Množina</p><p>bùdemo</p><p>dà bùdete</p><p>bùdu</p><p>Preterit imperfekt I.</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílbih (bil bih)</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_I"" type=""mood""/>
  <gram corresp=""#prvo"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  essem, farei</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílbi (bil bi)</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_I"" type=""mood""/>
  <gram corresp=""#drugo"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  esses, faresti</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílbi (bil bi)</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_I"" type=""mood""/>
  <gram corresp=""#trece"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  esset, farebbe</p><p>Množina</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílibismo (bili bismo)</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_I"" type=""mood""/>
  <gram corresp=""#prvo"" type=""person""/>
  <gram corresp=""#mnozina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  essemus</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílibiste (bili biste) </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_I"" type=""mood""/>
  <gram corresp=""#drugo"" type=""person""/>
  <gram corresp=""#mnozina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  essetis</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílibi (bili bi)</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_I"" type=""mood""/>
  <gram corresp=""#trece"" type=""person""/>
  <gram corresp=""#mnozina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  essent</p>"
94,"<p>Imperfekt II.</p><p>bìh essem</p><p>dà bi bìo ili bil ut esses</p><p>bi esset</p><p>Množina</p><p>bìsmo</p><p>dà bìste bíli</p><p>bì</p><p>Aorist</p><p>bìh, ut fuerim, che sia stato</p><p>dà bì</p><p>bì</p><p>Množina</p><p>bìsmo ut fuerimus</p><p>dà bìste</p><p>bìsce [biše]</p><p>Perfekt</p><p>sam ut fuerim; che sia, o che son stato</p><p>dà si bìo ili bil</p><p>ye [je]</p><p>Množina</p><p>smo</p><p>dà ste bíli</p><p>su</p><p>Pluskvamperfekt I.</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílbih (bil bih) bio</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_II"" type=""mood""/>
  <gram corresp=""#prvo"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>ili
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílbih (bil bih) bil</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_II"" type=""mood""/>
  <gram corresp=""#prvo"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>
  fuissem, sarei stato</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílbi (bil bi) bío</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_II"" type=""mood""/>
  <gram corresp=""#drugo"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>ili 
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílbi (bil bi) bil</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_II"" type=""mood""/>
  <gram corresp=""#drugo"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>
  fuisses</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílbi (bil bi) bío</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_II"" type=""mood""/>
  <gram corresp=""#trece"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>ili
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílbi (bil bi) bil</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_II"" type=""mood""/>
  <gram corresp=""#trece"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>
  fuisset</p><p>Množina</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílibismo (bili bismo) bíli</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_II"" type=""mood""/>
  <gram corresp=""#prvo"" type=""person""/>
  <gram corresp=""#mnozina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  fuissemus</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílibiste (bili biste) bíli</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_II"" type=""mood""/>
  <gram corresp=""#drugo"" type=""person""/>
  <gram corresp=""#mnozina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  fuissetis</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílibi (bili bi) bíli</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#kondicional_II"" type=""mood""/>
  <gram corresp=""#trece"" type=""person""/>
  <gram corresp=""#mnozina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  fuissent</p>"
95,"<p>Pluskvamperfekt II.</p><p>bijh [bih] ut fuissem, che fussi, o che ero stato</p><p>dà bijsce [biše] bìo ili bil</p><p>bijsce [biše]</p><p>Množina</p><p>bijhomo [bihomo]</p><p>dà bijhote [bihote] bíli</p><p>bijhu [bihu]</p><p>Futur</p><p> kadà
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bùdu bìo</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#buduce"" type=""tense""/>
  <gram corresp=""#G_futur_II"" type=""tenseType""/>
  <gram corresp=""#prvo"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>ili
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bùdu bil</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#buduce"" type=""tense""/>
  <gram corresp=""#G_futur_II"" type=""tenseType""/>
  <gram corresp=""#prvo"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>
  cum fuero</p><p> kadà
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bùdesc (budeš) bìo </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#buduce"" type=""tense""/>
  <gram corresp=""#G_futur_II"" type=""tenseType""/>
  <gram corresp=""#drugo"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>ili
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bùdesc (budeš) bil </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#buduce"" type=""tense""/>
  <gram corresp=""#G_futur_II"" type=""tenseType""/>
  <gram corresp=""#drugo"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>
  cum fueris</p><p> kadà
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth> bùde bìo </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#buduce"" type=""tense""/>
  <gram corresp=""#G_futur_II"" type=""tenseType""/>
  <gram corresp=""#trece"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>ili
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bùde bil </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#buduce"" type=""tense""/>
  <gram corresp=""#G_futur_II"" type=""tenseType""/>
  <gram corresp=""#trece"" type=""person""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>
  cum fuerit</p><p>Množina</p><p>kadà
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bùdemo bíli </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#buduce"" type=""tense""/>
  <gram corresp=""#G_futur_II"" type=""tenseType""/>
  <gram corresp=""#prvo"" type=""person""/>
  <gram corresp=""#mnozina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form>
  cum fuerimus</p><p> kadà
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth> bùdete bíli </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#buduce"" type=""tense""/>
  <gram corresp=""#G_futur_II"" type=""tenseType""/>
  <gram corresp=""#drugo"" type=""person""/>
  <gram corresp=""#mnozina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  cum fueritis</p><p> kadà 
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bùdu bíli</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#buduce"" type=""tense""/>
  <gram corresp=""#G_futur_II"" type=""tenseType""/>
  <gram corresp=""#trece"" type=""person""/>
  <gram corresp=""#mnozina"" type=""number""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  cum fuerint</p><p>POTENCIJAL</p><p>Prezent</p><p>bùdu yá [ja]? ili bùdem yá [ja]? sim? ch’io sia? che possa esser’io</p><p>Preterit imperfekt</p><p>bílbih yá [ja]? essem? io sarei? hauerei potuto essere?</p><p>Pluskvamperfekt</p><p>bílbih bìo? fuissem? io sarei stato?</p><p>Futur</p><p>bùdu bìti? fuero? io sarei per essere?</p>"
96,"<p>INFINITIV</p><p>Prezent</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bìti</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_infinitiv"" type=""infinitive""/>
  <gram corresp=""#aktiv"" type=""voice""/>
  </gramGrp>
  </form> 
  esse essere</p><p>GERUND</p><p>Prezenta i imperfekta</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>Bùdducchi (budući)</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_sadasnji"" type=""verbalAdverb""/>
  </gramGrp>
  </form>
  </p><p>kojemu odgovara latinski prezent i imperfekt konjunktiva, to jest cum sim, essendo io i cum essem, u oba broja i sa svim licima. To biva u svim rodovima glagola.</p><p>Perfekta i pluskvamperfekta</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth> Bìvsci (bivši) </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_prosli"" type=""verbalAdverb""/>
  </gramGrp>
  </form>
  ili bùducchi [budući] bìo ili bil, cum fuerim uel fuissem, essendo stato.</p><p>PARTICIP</p><p>Prezenta i imperfekta</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth> budúcchi (budući)</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_particip"" type=""participle""/>
  <gram corresp=""#muski"" type=""gender""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#nominativ"" type=""case""/>
  </gramGrp>
  </form>
  qui est</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>budúchia (buduća)</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_particip"" type=""participle""/>
  <gram corresp=""#zenski"" type=""gender""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#nominativ"" type=""case""/>
  </gramGrp>
  </form>
  quae est</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>budúchie (buduće)</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_particip"" type=""participle""/>
  <gram corresp=""#srednji"" type=""gender""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#nominativ"" type=""case""/>
  </gramGrp>
  </form>
  quod est</p><p>Perfekta i pluskvamperfekta</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bìo</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_radni"" type=""participle""/>
  <gram corresp=""#muski"" type=""gender""/>
  <gram corresp=""#jednina"" type=""number""/>
  </gramGrp>
  </form>ili 
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bil</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_radni"" type=""participle""/>
  <gram corresp=""#muski"" type=""gender""/>
  <gram corresp=""#jednina"" type=""number""/>
  </gramGrp>
  </form>
  stato</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bíla</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_radni"" type=""participle""/>
  <gram corresp=""#zenski"" type=""gender""/>
  <gram corresp=""#jednina"" type=""number""/>
  </gramGrp>
  </form>
  stata</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>bílo</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_radni"" type=""participle""/>
  <gram corresp=""#srednji"" type=""gender""/>
  <gram corresp=""#jednina"" type=""number""/>
  </gramGrp>
  </form>
  stato</p><p>Drugi</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth> bívsci (bivši) </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_particip"" type=""participle""/>
  <gram corresp=""#muski"" type=""gender""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#nominativ"" type=""case""/>
  </gramGrp>
  </form>
  essendo stato</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth> bívsca (bivša) </orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_particip"" type=""participle""/>
  <gram corresp=""#zenski"" type=""gender""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#nominativ"" type=""case""/>
  </gramGrp>
  </form>
  essendo stata</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth> bívsce (bivše)</orth>
  <gramGrp>
  <gram corresp=""#glagol"" type=""pos""/>
  <gram corresp=""#G_pomocni"" type=""verbType""/>
  <gram corresp=""#G_particip"" type=""participle""/>
  <gram corresp=""#srednji"" type=""gender""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#nominativ"" type=""case""/>
  </gramGrp>
  </form>
  essendo stato</p>"
97,"<p>Napomena I.</p><p>O prezentu indikativa</p><p>1. Pokazne se zamjenice često povezuju s glagolima, stoga se čini ispravnim staviti ih pred sva lica barem u ovom vremenu.</p><p>2. Neki izbacuju t iz trećega lica tako i yès [jes] umjesto yèst [jest].</p><p>3. Oblici toga vremena na različite se načine dodjeljuju i drugim dijelovima iskaza. Kadgod se, naime, povezuju s česticama sastavnicama, u prvome i drugome licu, odbacuju prvi slog kao yásam [ja sam], ego sum; nisàm, non sum; bílsi, [bil si], fuisti; dàsi [da si], ut sis. U trećem pak licu ili odbacuju sve suglasnike kao: níe, non est, ili krajnja dva kao níye [nije], non est; ónye [on je], ille est. To se događa u jednini. U množini pak sva lica odbacuju prve slogove kao nismo, non sumus; vijste [vi ste], uos estis; onísu [oni su], illi sunt.</p><p>4. Kada se ti jednostavni oblici navode samostalno, iz njih ne treba ništa izbacivati kao Yestè vij bogli uceníçi? [Jeste vi bolji učenici?], estis uos meliores discipuli? - iz čega se razumije da su u uporabi cjeloviti oblici, osobito onda kada se pita ili odgovara kao yesmò [jesmo], sumus ako se odgovara samo glagolom. A ako se pak dodaje kakvo ime, bit će bolje odgovoriti ovako:</p>"
98,"<p>boglismo [bolji smo], meliores sumus nego bògli yesmò [bolji jesmo]. Neki, ipak, te oblike katkada miješaju.</p><p>O imperfektu</p><p>U ovom je vremenu bolje sve oblike pisati s dvoglasom ij tako da se pokaže razlika između toga vremena i aorista, i u prvome licu jednine bijh i bìh, fui i u drugome i trećemu bijsce [biše], eras i erat, te u trećemu množine bìsce [biše], fuerunt. A oblici prikazani na dva načina, premda se oni krajnji rijetko nalaze u knjigama, ipak su u uporabi.</p><p>O preteritu aoristu</p><p>Oblike ovoga vremena valja u oba broja pisati s jednim samoglasnikom i.</p><p>U množini su prikazana po dva oblika od kojih se krajnji čine uobičajenijima.</p><p>O preteritu perfektu</p><p>Ovo vrijeme nastaje od oblika prezenta i od participa bìo ili bil¸ od kojih je prvi nesklonjiv, a drugi pak sklonjiv, tako bil, bíla, bílo; stato, stata, stato;</p>"
99,"<p>množina bíli, bílae, bíla. Ta dva padeža služe samo za ova prošla vremena perfekt i pluskamperfekt. Neki s participom povezuju cjelovite oblike prezenta, a neki pak samo njihov drugi dio o kojem je već bilo riječi.</p><p>O pluskvamperfektu</p><p>Ovo se vrijeme tvori od jednog i drugog participa i od oblika imperfekta. O njemu ništa, osim toga, ne treba dodati.</p><p>O futuru</p><p>Futur se tvori od infinitiva i od krajnjih slogova glagola hochiù [hoću], uolo - chiu, chiesc, chie [ću, ćeš, će]. To se također događa u svim rodovima glagola.</p><p>Napomena II.</p><p>O prezentu imperativa</p><p>1. Jedino se ovom načinu od vremena pripisuju samo prezent i futur, kao u latinskom. U oba su broja samo dva lica za zapovijed, a za poticanje još i prvo množine.</p><p>2. Futur nastaje na isti način na koji je rečeno da nastaje</p>"
100,"<p>futur indikativa, premda se u njemu može odbaciti krajnji samoglasnik aorista i, bez obzira na to o kojem je rodu glagola riječ.</p><p>Napomena III.</p><p>O optativu</p><p>1. Prezent i imperfekt optativa, uz dodavanje njemu svojstvenih čestica ò dà ili à dà koje imaju djelovanje latinske riječi utinam ili (talijanske) ò si, imaju iste oblike kao ta ista vremena u indikativu.</p><p>2. Aorist se tvori od istih tih čestica i od preterita aorista.</p><p>3. Perfekt se tvori od čestica i oblika prezenta i od participa indikativa perfekta.</p><p>4. Pluskvamperfekt se tvori od istih tih čestica i participa u oblicima pluskvamperfekta.</p><p>5. Futur je uvijek sličan prezentu konjunktiva.</p><p>Napomena IV.</p><p>O konjunktivu</p><p>1. Premda ovaj način ima vlastite oblike u prezentu, može ipak preuzeti i oblike prezenta indikativa s česticom dà koja (u latinskom) znači ut ili si, što su veznici.</p>"
